texto,sentimiento
"""Hay escasas evidencias de un cambio estructural en la convicción a largo plazo en torno a bitcoin"", afirma Min Jung, analista de investigación de Presto Research, ""La participación institucional y las tendencias de adopción se mantienen intactas, lo que sugiere que el movimiento ha sido más cíclico que fundamental"".",neutral
Los datos de la firma surcoreana muestran que el precio realizado de bitcoin (coste medio de adquisición de todas las monedas de la red ponderado por su última transacción) se sitúa en 54.286 dólares.,neutral
"En el mercado bajista de 2022, la señal que marcó el verdadero suelo fue la caída del precio al contado por debajo del precio realizado.",neutral
"- Los accionistas de Duro Felguera aprueban el plan de reestructuración- La Audiencia Nacional juzgará en octubre a Duro Felguera, su ex presidente y excargos venezolanos por presuntos sobornosEntre los gastos extraordinarios que lastraron los resultados se incluyen 6,4 millones en costes de reestructuración y 5,2 millones de euros derivados del ERE que afectó a 180 personas.",negativo
"A pesar de la contracción en la cifra de negocio, la compańía logró reducir su Ebitda negativo hasta los 62,06 millones de euros, mejorando los 88,12 millones negativos del ejercicio precedente, según el informe de Resultados de la compańía.",positivo
"La mejora en el Ebitda se explica pese a un ejercicio marcado por un proceso de reestructuración y la necesidad de registrar provisiones significativas que han impactado el resultado de explotación, el cual se situó en -57,40 millones de euros, frente a -95,55 millones de 2024.",negativo
"Entre los gastos extraordinarios que lastraron los resultados se incluyen 6,4 millones de euros en costes de reestructuración y 5,2 millones de euros derivados del Expediente de Regulación de Empleo (ERE) que afectó a 180 personas para redimensionar la plantilla.",negativo
"En el marco del Plan de Reestructuración aprobado en octubre de 2025 para asegurar la viabilidad, Duro Felguera ha implementado diversas medidas.",neutral
"Entre ellas, destaca la venta de la sede central en Gijón, conocida como El Tallerón, la desinversión en líneas de negocio deficitarias como DF Calderería Pesada y la cancelación de proyectos en cartera por 153 millones de euros, incluyendo los de SMS Group en Iernut.",negativo
"La deuda financiera bruta del Grupo ascendió a 285 millones de euros a cierre de 2025, incluyendo 146,4 millones de euros de apoyo financiero público y 137 millones en deuda relacionada con avales ejecutados de proyectos legacy como Djelfa e Iernut.",negativo
"La deuda neta se disparó a 273,47 millones, desde los 126,18 millones de 2024.Para garantizar la liquidez y la continuidad de las operaciones, la tesorería de la compańía se situó en 11,67 millones de euros al cierre del ejercicio.",negativo
"La empresa prevé cubrir futuras necesidades de tesorería con la entrada de 23 millones de euros, procedentes de la venta de las Oficinas Centrales y una ampliación de capital ya prevista.",neutral
"Este plan de reestructuración busca ""evitar el concurso de acreedores y asegurar la viabilidad del Grupo en el corto y medio plazo"", según el informe.",negativo
El ejercicio 2025 estuvo igualmente marcado por hitos relevantes como la autorización judicial de prórrogas en la comunicación de apertura de negociaciones con acreedores y la aprobación del plan de reestructuración por el Consejo de Administración.,neutral
"La negociación de las acciones de Duro Felguera en las Bolsas de Valores también fue suspendida cautelarmente por la CNMV el 21 de octubre de 2025, si bien se levantó ese mismo día tras la difusión de información suficiente sobre el Plan de Reestructuración.",negativo
"La compańía ha trabajado para pactar con los acreedores y homologar judicialmente su plan de reestructuración antes del 31 de julio, con el fin de evitar el concurso de acreedores.",neutral
Y a estos factores se unen las dificultades que arrastra desde el año pasado para vender los activos en tiempo y forma.,negativo
"Siete de cada diez euros prestados por los vehículos de crédito privado, que conceden préstamos al margen de los circuitos bancarios tradicionales, son para compañías participadas por fondos de private equity, según los últimos datos del Fondo Monetario Internacional (FMI).",neutral
"Los primeros lograban rentabilidades del 5% con la deuda más segura, del 7% con la subordinada y hasta del 14% en la que casi equivale a capital (preferred equity, en el argot), de acuerdo con fuentes de la gestora española especializada en crédito privado Incus Capital.",positivo
"El caso más extremo es el de Blue Owl, el origen del seísmo en los fondos de crédito abiertos a particulares, con una caída del 41% en lo que va de año.",negativo
"Es prácticamente la mitad de todos sus activos, según los datos reportados a cierre del ejercicio.",neutral
"Esta contracción es el efecto directo de las dificultades de los fondos para vender los activos a precios atractivos y estos problemas, a su vez, han disparado el periodo de duración de las carteras ―con una media de 5,6 años en España―, lo que impide a los fondos desinvertir y devolver el dinero a sus clientes en los plazos estipulados.",negativo
"Entre ellas, los fondos de continuación, mediante los que las gestoras traspasan los activos de un vehículo a otro en una compra que requiere de capital y financiación adicionales, y el pago de dividendos de las empresas a los fondos propietarios a base de solicitar más deuda (dividend recap, en la jerga).",neutral
"Este último formato amenaza la viabilidad de aquellas compañías si el escenario de tipos a la baja se tuerce, como ha ocurrido con la guerra de Irán, que ha exacerbado las tensiones inflacionistas, disparando las rentabilidades de la deuda.",negativo
"Esto retroalimenta las dudas sobre el crédito privado, ya que el deterioro de las empresas controladas por los fondos implica rebajar la calidad de los avales de los préstamos.",negativo
"Los préstamos a las tecnológicas representan entre el 19% y el 25% de los vehículos de préstamos privados, de acuerdo con los últimos datos de Goldman Sachs y de la agencia de rating Standard & Poor’s.",neutral
"El banco de inversión reconoce que estas empresas están más apalancadas que otras y avisa de que los préstamos al sector del software están expuestos a sufrir tasas de recuperación de préstamos impagados más bajas, ya que cuentan con “menos activos tangibles que puedan ser utilizados como garantía”.",negativo
"El tamaño del crédito privado se ha disparado en los últimos años, con una cuantía que se ha multiplicado por 12, al pasar de los apenas 150.000 millones de dólares que atesoraba hace 20 años hasta el entorno de los 1,8 billones de dólares, de acuerdo con los datos de la consultora especializada en mercados privados Preqin.",positivo
"La mayor parte de esos activos está concentrada en Estados Unidos, pero el importe continúa siendo muy significativo en Europa, con alrededor de medio billón de euros.",neutral
"28001 Madrid- Teléfono: 900649344- Web: www.etl.es- Facturación 2024: 147 millones de euros- Nş de empleados: 1.900BERMÚDEZ, JuanCONSEJERO DELEGADOEVERSHEDS SUTHERLAND- Sede social: Pş Castellana, 66.",neutral
"28046 Madrid- Teléfono: 914294333- Web: www.eversheds-sutherland.com- Facturación 2024: 22,5 millones de euros- Nş de empleados: 121MARTÍNEZ, JacoboSOCIO DIRECTOREY ABOGADOS- Sede social: C/ Raimundo Fernández Villaverde, 65.",neutral
"28003 Madrid- Teléfono: 915727200- Web: www.ey.com/es_es/people/ey-abogados- Facturación 2024: 213,8 millones de euros- Nş de empleados: 1.209PALACÍN, RamónSOCIO DIRECTORFIELDFISHER- Sede social: Pş Gracia, 103.",neutral
"08008 Barcelona- Teléfono: 934150088 / 915757053- Web: www.fieldfisher.com/es-es/- Facturación 2024: 16,3 millones de euros- Nş de empleados: 127BEL, Talmac y MARTOS, RodrigoSOCIOS DIRECTORESFORVIS MAZARS TAX & LEGAL- Sede social: C/ Diputación, 260.",neutral
"28014 Madrid- Teléfono: 934050855 / 915624030- Web: www.forvismazars.com/es- Facturación 2024: 25,8 millones de euros- Nş de empleados: 260CASADEJÚS, SantiagoSOCIO PRESIDENTEGARRIDO- Sede social: C/ Santa Engracia, 14-16.",neutral
"28010 Madrid- Teléfono: 913196062- Web: www.garrido.es- Facturación 2024: 21,2 millones de euros- Nş de empleados: 178GARRIDO, Miguel ÁngelPRESIDENTEGARRIGUES- Sede social: P. Colón, 2.",neutral
"28046 Madrid- Teléfono: 915145200- Web: www.garrigues.com- Facturación 2024: 419,2 millones de euros- Nş de empleados: 1.813VIVES, FernandoPRESIDENTE EJECUTIVOGÓMEZ-ACEBO & POMBO- Sede social: Pş Castellana, 216.",neutral
"28046 Madrid- Teléfono: 915829100- Web: www.ga-p.com- Facturación 2024: 88,6 millones de euros- Nş de empleados: 416ERLÁIZ, ÍńigoSOCIO DIRECTORGRANT THORNTON FISCAL Y LEGAL- Sede social: Pş Castellana, 81.",neutral
"28046 Madrid- Teléfono: 915763999- Web: www.grantthornton.es- Facturación 2024: 32,2 millones de euros- Nş de empleados: 347RODRÍGUEZ, ÁlvaroSOCIO DIRECTORGRUPO CARRILLO- Sede social: C/ Santa Catalina, 8.",neutral
"30004 Murcia- Teléfono: 968242258- Web: www.carrilloasesores.com- Facturación 2024: 34,4 millones de euros- Nş de empleados: 111CARRILLO, EmilianoSOCIO DIRECTORHERBERT SMITH FREEHILLS KRAMER- Sede social: C/ Velázquez, 63.",neutral
"28001 Madrid- Teléfono: 914234000- Web: www.herbertsmithfreehills.com- Facturación 2024: 43,4 millones de euros- Nş de empleados: 132SOLER TAPPA, EduardoSOCIO DIRECTORHOGAN LOVELLS- Sede social: Pş Castellana, 77.",neutral
"03003 Alicante- Teléfono: 913498200 / 965138300- Web: www.hoganlovells.com- Facturación 2024: 58,9 millones de euros- Nş de empleados: 186CALANCHA, FernandoSOCIO DIRECTORKPMG ABOGADOS- Sede social: Torre de Cristal.",neutral
"Pş Castellana, 259 C. 28046 Madrid- Teléfono: 914563400- Web: www.kpmg.es- Facturación 2024: 174,1 millones de euros- Nş de empleados: 996ESTRELLES, AlbertoSOCIO DIRECTORLEGÁLITAS- Sede social: P. E. Cristalia, C. Vía de los Poblados, 3.",neutral
"28033 Madrid- Teléfono: 911787779- Web: www.legalitas.com- Facturación 2024: 66,6 millones de euros- Nş de empleados: 822DEL POZO, LuisCONSEJERO DELEGADOLENER- Sede social: Pş Castellana, 23, 1Ş. 28046 Madrid- Teléfono: 913912066- Web: www.lener.es- Facturación 2024: 19,8 millones de euros- Nş de empleados: 287ORTEGA, FélixSOCIO DIRECTORlinklaters- Sede social: C/ Almagro, 40.",neutral
"28010 Madrid- Teléfono: 913996000- Web: www.linklaters.com- Facturación 2024: 85,5 millones de euros- Nş de empleados: 214GIMÉNEZ, JoséSOCIO DIRECTORMARIMÓN ABOGADOS- Sede social: C/ Aribau, 185.",neutral
"28010 Madrid- Teléfono: 934157575 / 913100456- Web: www.marimon-abogados.com- Facturación 2024: 13,6 millones de euros- Nş de empleados: 93MARIMÓN, LuisPRESIDENTEMARTÍNEZ-ECHEVARRÍA- Sede social: C/ Príncipe de Vergara, 38.",neutral
"28001 Madrid- Teléfono: 915756636- Web: www.martinezechevarria.com- Facturación 2024: 30,4 millones de euros- Nş de empleados: 308MORATÓ, VicenteSOCIO DIRECTORMONTERO ARAMBURU- Sede social: Av. República Argentina, 24.",neutral
"41011 Sevilla- Teléfono: 954991266- Web: www.montero-aramburu.com- Facturación 2024: 30,3 millones de euros- Nş de empleados: 369NERI, Leonardo y VALDECANTOS, JavierSOCIOS DIRECTORESONTIER- Sede social: Pl.",neutral
"28036 Madrid- Teléfono: 914313000- Web: www.ontier.law- Facturación 2024: 33,5 millones de euros- Nş de empleados: 139CAMARERO, CristinaSOCIA DIRECTORAPÉREZ-LLORCA- Sede social: Pş Castellana, 50.",neutral
"28046 Madrid- Teléfono: 914360420- Web: www.perezllorca.com- Facturación 2024: 133,6 millones de euros- Nş de empleados: 514PÉREZ-LLORCA, PedroSOCIO DIRECTORPKF ATTEST- Sede social: Alameda de Recalde, 36.",neutral
"48009 Bilbao- Teléfono: 944243024- Web: www.pkf-attest.es- Facturación 2024: 21,1 millones de euros- Nş de empleados: 240ALBISU, José MiguelSOCIO FUNDADORPWC TAX & LEGAL- Sede social: Pş Castellana, 259 B. 28046 Madrid- Teléfono: 915684400- Web: www.pwc.es- Facturación 2024: 229,9 millones de euros- Nş de empleados: 1.138LATORRE, JoaquínSOCIO RESPONSABLERAMÓN Y CAJAL ABOGADOS- Sede social: C/ Almagro, 16-18.",neutral
"28010 Madrid- Teléfono: 915761900- Web: www.ramonycajalabogados.com- Facturación 2024: 29,1 millones de euros- Nş de empleados: 210PALÁ, FranciscoSOCIO DIRECTORRCD- Sede social: C/ Escoles Pies, 102.",neutral
"08017 Barcelona- Teléfono: 935034868- Web: www.rcd.legal- Facturación 2024: 47,5 millones de euros- Nş de empleados: 465COSTAS, Ignasi y ROUSAUD, AdolfSOCIOS DIRECTORESROCAJUNYENT- Sede social: C/ Aribau, 198.",neutral
"08036 Barcelona- Teléfono: 932419200- Web: www.rocajunyent.com- Facturación 2024: 46,7 millones de euros- Nş de empleados: 357ROCA, JoanPRESIDENTE EJECUTIVORÖDL & PARTNER- Sede social: C/ Raimundo Fdez.",neutral
"08006 Barcelona- Teléfono: 915359977 / 932389370- Web: www.roedl.es/es- Facturación 2024: 14,4 millones de euros- Nş de empleados: 109NEIRA, Sonia y SOTO, IreneSOCIAS DIRECTORASRSM TAX & LEGAL- Sede social: C/ José Ortega y Gasset, 22-24.",neutral
"08029 Barcelona- Teléfono: 914570239 / 934184747- Web: www.rsm.global/spain/es- Facturación 2024: 16,2 millones de euros- Nş de empleados: 187GARCÍA, DavidSOCIO DIRECTORSAGARDOY ABOGADOS- Sede social: C/ Velázquez, 86. 28006 Madrid- Teléfono: 915429040- Web: www.sagardoy.com- Facturación 2024: 34,3 millones de euros- Nş de empleados: 124SAGARDOY, ÍńigoPRESIDENTESIMMONS & SIMMONS- Sede social: C/ Fernando el Santo, 20.",neutral
"28010 Madrid- Teléfono: 914262640- Web: www.simmons-simmons.com- Facturación 2024: 19,6 millones de euros- Nş de empleados: 61PEŃACOBA, EduardoSOCIO DIRECTORSQUIRE PATTON BOGGS- Sede social: Pl.",neutral
"28006 Madrid- Teléfono: 914264840- Web: www.squirepattonboggs.com- Facturación 2024: 25 millones de euros- Nş de empleados: 74ZUECO, TeresaSOCIA DIRECTORAUNGRÍA- Sede social: Av. Ramón y Cajal, 78.",neutral
"28043 Madrid- Teléfono: 914136062- Web: www.ungria.es- Facturación 2024: 19,1 millones de euros- Nş de empleados: 116UNGRÍA, JavierDIRECTOR GENERALURÍA MENÉNDEZ- Sede social: C/ Príncipe de Vergara, 187.",neutral
"28002 Madrid- Teléfono: 915860400- Web: www.uria.com- Facturación 2024: 231 millones de euros- Nş de empleados: 926SÁNCHEZ-TERÁN, SalvadorSOCIO DIRECTORWATSON FARLEY & wILLIAMS- Sede social: C/ María de Molina, 4, 28006 Madrid- Teléfono: 915156300- Web: www.wfw.com- Facturación 2024: 21,5 millones de euros- Nş de empleados: 95GARCÍA GUIJARRO, María PilarSOCIA DIRECTORACalzado y pielADIDAS ESPAŃA- Sede social: Avd.",neutral
"Torre Este, 6Ş. 50018 Zaragoza- Teléfono: 976710100- Web: www.adidas.es- Facturación 2024: 23.700 millones de euros- Nş de empleados: 2.129 (Espańa) y 165 (Portugal)SIDOKPOHOU, Mathieu'GENERAL MANAGER' EUROPAANALCO- Sede social: Germán Bernacer, 11, 2 Bj.",neutral
"03293 Alicante- Teléfono: 966661212- Web: www.analco.com- Facturación 2023: 27 millones de euros- Nş de empleados: 48ALONSO COVES, AndrésDIRECTOR GENERALCALZADOS BOREAL- Sede social: Polígono Altos de la Condomina, 15.",neutral
"03400 Alicante- Teléfono: 965800589- Web: www.borealoutdoor.com- Facturación 2024: 4,68 millones de euros- Nş de empleados: 69GARCÍA FRANCÉS, JesúsDIRECTOR GENERALCALZADOS PABLO- Sede social: C/ Maestro Guerrero, 26.",neutral
"45510 Toledo- Teléfono: 925784377- Web: www.pablosky.com- Facturación 2022: 24,74 millones de euros- Nş de empleados: 229MARTÍN CARO, Santos y MARTÍN CARO, JesúsCONSEJEROS DELEGADOSCHE MIARA- Sede social: C/ Lepanto, 20, Elda.",neutral
"03600 Alicante- Teléfono: 966980415- Facturación 2023: 15 millones de euros- Nş de empleados: 30MIHARA, CheCEO & DIRECTORA CREATIVAFLUCHOS- Sede social: Ctra.",neutral
"26580 La Rioja- Teléfono: 941380396- Web: www.fluchos.com- Facturación 2023: 50,47 millones de euros- Nş de empleados: 85SÁENZ, AntonioDIRECTOR GENERALGIOSEPPO- Sede social: C/ Curie, 38.",neutral
"03203 Alicante- Teléfono: 965682767- Web: www.gioseppo.com- Facturación 2023: 38,49 millones de euros (consolidado)- Nş de empleados: 132NAVARRO POMARES, JoséPRESIDENTENAVARRO PERTUSA, GermánCONSEJERO DELEGADOGRUPO CAMPER DIVISIÓN CALZADO- Sede social: Camper.",neutral
"26580 La Rioja- Teléfono: 941380400- Web: www.callaghan.es / www.gorila.com- Facturación 2024: 324 millones de euros- Nş de empleados: 88GARCÍA PÉREZ-ARADROS, BasilioPRESIDENTEGRUPO PIKOLINOS- Sede social: C/ Galileo Galilei, 2-1.",neutral
"03203 Alicante- Teléfono: 965681234- Web: www.pikolinos.com- Facturación 2023: 142 millones de euros- Nş de empleados: 600 (grupo)PERÁN BAZÁN, Juan ManuelPRESIDENTE EJECUTIVOPERÁN BAZÁN, RosanaVICEPRESIDENTAHISPANITAS- Sede social: Avd.",neutral
"03610 Alicante- Teléfono: 965370605- Web: www.hispanitas.com- Facturación 2024: 42,7 millones de euros- Nş de empleados: 39CHICO DE GUZMÁN, Luis AlfonsoDIRECTOR GENERALINCUSA- Sede social: Avd.",neutral
"46460 Valencia- Teléfono: 961212458- Web: www.industriasdelcurtido.com- Facturación 2024: 21,7 millones de euros- Nş de empleados: 127MORAGUES NAVARRO, Daniel VicenteDIRECTOR GENERALINDUSTRIAL ZAPATERA, PANTER- Sede social: Ctra.",neutral
"03360 Alicante- Teléfono: 965310613- Web: www.panter.es- Facturación 2023: 42 millones de euros- Nş de empleados: 94PAJARES, RocíoADMINISTRADORA ÚNICAinternational shoes GARVALÍN- Sede social: Partida Llano San José, P1, 140.",neutral
"03293 Alicante- Teléfono: 966655023- Web: www.garvalin.com- Marcas: Garvalín, Agatha Ruiz de la Prada y Biomecanics- Facturación 2023: 22,37 millones de euros- Nş de empleados: 39BOTELLA TORRES, JoséGERENTEKELME NEW MILLENIUM SPORTS- Sede social: Elche Parque Industrial.",neutral
"03203 Alicante- Teléfono: 966657900- Web: www.kelme.com- Facturación 2022: 3,06 millones de euros- Nş de empleados: 36GARCÍA COBALEDA, CarlosDIRECTOR GENERALLA DOMA DE CURTIDOS- Sede social: C/ Mas Els Casals, s/n. Centelles.",neutral
"08540 Barcelona- Teléfono: 938811216- Web: www.ladoma.com- Facturación 2023: 22 millones de euros- Nş de empleados: 130COLOMER DURÁN, JuanPRESIDENTEMASCARÓ- Sede social: Polígono Industrial C/ D. Parcela 9.",neutral
"07750 Menorca- Teléfono: 971374500- Web: www.ursulamascaro.com / www.prettyballerinas.com- Facturación 2023: 30 millones de euros (consolidada)- Nş de empleados: 280 (directos e indirectos)MASCARÓ, LinaPRESIDENTADE OLIVES, JulioDIRECTOR GENERALMTNG EXPERIENCE, MUSTANG- Sede social: C/ Sor Josefa Alcorta, 37.",neutral
"03203 Alicante- Teléfono: 966632474- Web: www.mtngexperience.com- Marcas: Mustang, Sixtyseven, Mariamare- Facturación 2023: 33,09 millones de euros- Nş de empleados: 95ROS VIDAL, PascualPRESIDENTEPANAMÁ JACK- Sede social: Elche Parque Empresarial.",neutral
"03203 Alicante- Teléfono: 965683511- Web: www.panamajack.es- Facturación 2024: 68,18 millones de euros- Nş de empleados: 66VICENTE GIMÉNEZ, AntonioPRESIDENTEPAREDES- Sede social: C/ Sor Josefa Alcorta, 37.",neutral
"03204 Alicante- Teléfono: 966630052- Web: www.paredes.es- Facturación 2024: 11,83 millones de euros- Nş de empleados: 30PAREDES, RafaelDIRECTOR GENERALPURA LÓPEZ- Sede social: C/ Miguel Servet, 13.",neutral
"03203 Alicante- Teléfono: 966657500- Web: www.tempe.es- Facturación 2024: 1.614 millones de euros- Nş de empleados: 2.000GARCÍA TORRES, VicentePRESIDENTETHE ART COMPANY- Sede social: Polígono Moreta s/n. Quel.",neutral
"26570 La Rioja- Teléfono: 941403361- Web: www.the-art-company.com- Facturación 2024: 13,19 millones de euros- Nş de empleados: 40MAISO BEZARES, AgustínPRESIDENTEWONDERS, CALZADOS DANUBIO- Sede social: C/ Ramón y Cajal, 17.",neutral
"03203 Alicante- Teléfono: 965683911- Web: www.wonders.com- Facturación 2024: 32,13 millones de euros- Nş de empleados: 36CARBONELL GUILLÓ, RubénPRESIDENTEXTI FOOTWEAR- Sede social: C/ Miguel Servet, s/n. P. Ind.",neutral
"30510 Murcia- Teléfono: 965681770- Web: www.xti.es- Facturación 2023: 117,23 millones de euros- Nş de empleados: 30MARTÍNEZ SANTA, ÁngelPRESIDENTECapital riesgoABAC CAPITAL- Sede social: C/ Lleó XIII, 24.",neutral
"08028 Barcelona- Teléfono: 935053600- Web: www.betonc.com- Facturación 2023: 90 millones de euros (individual)- Nş de empleados: 164JULIEN, Romain y BADIOLA, CarlosADMINISTRADORESBIGMAT- Sede social: Avd.",neutral
"28703 Madrid- Teléfono: 916237160-Web:www.bigmat.es- Facturación 2024: 1.600 millones de euros- Nş de empleados: 1000ARBOL, Juan RamónPRESIDENTECEMENTOS MOLINS- Sede social: Ctra.",neutral
"08620 Barcelona- Teléfono: 936806000- Web: www.molins.es- Facturación 2024: 1.365 millones de euros- Nş de empleados: 6.600RODRÍGUEZ IZQUIERDO, JulioPRESIDENTECEMEX ESPAŃA OPERACIONES- Sede social: C/ Hernández de Tejada, 1.",neutral
"28027 Madrid- Teléfono: 913779200- Web: www.cemex.es- Facturación 2024: 422 millones de euros- Nş de empleados: 1.035CABRERA, José AntonioPRESIDENTE REGIÓN EUROPAROCA GROUP- Sede social: Avd.",neutral
"08029 Barcelona- Teléfono: 933661200- Web: www.rocagroup.com- Facturación 2024: 1.948 millones de euros- Nş de empleados: 20.000ROCA Hernández, José MaríaPRESIDENTEMAGRANS, AlbertCONSEJERO DELEGADODANOSA- Sede social: Pol.",neutral
"19290 Guadalajara- Teléfono: 949888210- Web: www.danosa.com- Facturación 2024: 172 millones de euros- Nş de empleados: 500DEL RÍO, ManuelCONSEJERO DELEGADOGEBERIT- Sede social: Pl.",neutral
"Europa, 2-4, 08902 L'Hospitalet de Llobregat- Teléfono: 900202324- Web: www.geberit.es/es/- Facturación 2024: 22 millones de euros- Nş de empleados: 41MAYOLAS, DavidDIRECTOR GENERALHeidelberg Cement Hispania- Sede social: Ctra.",neutral
"8, 29720 Málaga- Teléfono: 952209192- Web: www.heidelbergcement.es- Facturación 2024: 68 millones de euros- Nş de empleados: 192SANCHEZ, CarlosDIRECTOR GENERALHOLCIM- Sede social: Avd.",neutral
"Manoteras, 20, Edificio B, 1Ş. 28050 Madrid- Teléfono: 912133100- Web: www.holcim.es- Facturación 2024: 411 millones de euros- Nş de empleados: 916DE PABLOS, RicardoCONSEJERO DELEGADOPAMESA GRUPO EMPRESARIAL- Sede social: Camino Alcora, 8.",neutral
"12550 Castellón- Teléfono: 964507500- Web: www.pamesa.com- Facturación 2024: 1.132 millones de euros- Nş de empleados: 3.076ROIG ALFONSO, FernandoPRESIDENTEPORCELANOSA- Sede social: Ctra.",neutral
"12540 Castellón- Facturación 2024: 868 millones de euros- Nş de empleados: 5.000COLONQUES, HéctorPRESIDENTESAINT-GOBAIN ESPAŃA- Sede social: Calle Príncipe de Vergara, 132, 28002, Madrid.",neutral
"Espańa- Teléfono: 913972055- Web: www.saint-gobain.es- Facturación 2024: 46.600 millones de euros (global)- Nş de empleados: Más de 161.000 en 80 paísesGARDAZ, Jean-LucCEO PARA LOS PAÍSES MEDITERRÁNEOSVOTORANTIM ESPAŃA- Sede social: C/ Brasil, 56.",neutral
"36204 Pontevedra- Teléfono: 986269000- Web: www.votorantimcimentos.es- Facturación 2024: 423 millones de euros- Nş de empleados: 780SVAITER, AlanCONSEJERO DELEGADOConstrucciónACCIONA- Sede social: Av. de la Gran Vía de Hortaleza, 3.",neutral
"28033 Madrid- Teléfono: 916632850- Web: www.acciona.com- Facturación 2024: 19.190 millones de euros- Nş de empleados: 66.021ENTRECANALES DOMECQ, José ManuelPRESIDENTEENTRECANALES FRANCO, Juan IgnacioVICEPRESIDENTEACR GRUPO- Sede social: Ed.",neutral
"31195 Navarra- Teléfono: 948260116- Web: www.acr.es- Facturación 2024: 192 millones de euros- Nş de empleados: 280ELIZALDE, MíchelPRESIDENTEACS- Sede social: Avd.",neutral
"28036 Madrid- Teléfono: 913439200- Web: www.grupoacs.com- Facturación 2024: 41.633 millones de euros- Nş de empleados: 134.321PÉREZ RODRÍGUEZ, FlorentinoPRESIDENTESANTAMARÍA CASES, JuanCONSEJERO DELEGADOALDESA- Sede social: C/ Bahía de Pollensa, 13.",neutral
"28042 Madrid- Teléfono: 913819220- Web: www.aldesa.es- Facturación 2021: 462 millones de euros- Nş de empleados: 2.000LAMAS, JavierCONSEJERO DELEGADOAZVI- Sede social: C/ Almendralejo, 5.",neutral
"41019 Sevilla- Teléfono: 954999320- Web: www.azvi.es- Facturación 2024: 1.099 millones de euros- Nş de empleados: 7.356CONTRERAS, ManuelPRESIDENTE Y CONSEJERO DELEGADOCNC, CONFEDERACIÓN NACIONAL DE LA CONSTRUCCIÓN- Sede social: C/ Diego de Léon, 50.",neutral
"08014 Barcelona- Teléfono: 933662100- Web: www.comsa.com- Facturación 2024: 987 millones de euros- Nş de empleados: 5.800MIARNAU, JorgePRESIDENTECOPASA- Sede social: Rúa do Paseo, 25.",neutral
"32003 Ourense- Teléfono: 988370766- Web: www.copasa.es- Facturación 2024: 429 millones de euros- Nş de empleados: 1.500SUÁREZ GUTIÉRREZ, José LuisPRESIDENTECOPCISA- Sede social: C/ Navas de Tolosa, 161.",neutral
"08224 Barcelona- Teléfono: 937454400- Web: www.copcisa.com- Facturación 2024: 350 millones de euros- Nş de empleados: 1.624CARBONELL, EloiPRESIDENTECOPISA- Sede social: Pl.",neutral
"28002 Madrid- Teléfono: 915862500- Web: www.ferrovial.com- Facturación 2024: 9.147 millones de euros- Nş de empleados: 25.500DEL PINO Y CALVO-SOTELO, RafaelPRESIDENTEMADRIDEJOS, IgnacioCONSEJERO DELEGADOFCC- Sede social: C/ Balmes, 36.",neutral
"08007 Barcelona- Teléfono: 934964900- Web: www.fcc.es- Facturación 2024: 9.076 millones de euros- Nş de empleados: 71.000ALCOCER KOPLOWITZ, EstherPRESIDENTACOLIO, PabloCONSEJERO DELEGADOGRUPO ORTIZ- Sede social: Avd.",neutral
"28051 Madrid- Teléfono: 913431600- Web: www.grupoortiz.com- Facturación 2024: 761 millones de euros- Nş de empleados: 3.350CARPINTERO LÓPEZ, Juan AntonioPRESIDENTE Y CONSEJERO DELEGADOGRUPO SANJOSÉ- Sede social: C/ Rosalía de Castro, 44.",neutral
"36001 Pontevedra- Teléfono: 986866464- Facturación 2024: 1.557 millones de euros- Nş de empleados: 4.413REY GONZÁLEZ, JacintoPRESIDENTEGRUPO SORIGUÉ- Sede social: C/ Alcalde Pujol, 4.",neutral
"25006 Lleida- Teléfono: 901020002 / 973706100- Web: www.sorigue.com- Facturación 2024: 784 millones de euros- Nş de empleados: 3.500VALLÉS BLASCO, Ana MaríaPRESIDENTALANTANIA- Sede social: C/ Sobrado, 2.",neutral
"28050 Madrid- Teléfono: 910353586- Web: www.lantania.com- Facturación 2024: 393 millones de euros- Nş de empleados: 1.300ÁVILA, FedericoPRESIDENTE Y CONSEJERO DELEGADOOHLA- Sede social: Pş Castellana, 259 D. 28046 Madrid- Teléfono: 913484100- Web: www.ohl.es- Facturación 2024: 4.172 millones de euros- Nş de empleados: 25.000AMODIO HERRERA, Luis FernandoPRESIDENTERUIZ, TomásCONSEJERO DELEGADOOSSA- Sede social: C/ Isla Graciosa, 1.",neutral
"28703 Madrid- Teléfono: 917823400- Web: www.ossaint.com- Facturación 2024: 162 millones de euros- Nş de empleados: 764PUENTE COSTALES, CarlosPRESIDENTEPAVASAL- Sede social: C/ Tres Forques, 149.",neutral
"46014 Valencia- Teléfono: 961920809- Web: www.pavasal.com- Facturación 2023: 332 millones de euros- Nş de empleados: 830MARCHESI, ÁlvaroDIRECTOR GENERALROVER- Sede social: C/ Botánico Cavanilles, 28.",neutral
"46010 Valencia- Teléfono: 963390950- Web: www.rovergrupo.com- Facturación 2024: 496 millones de euros- Nş de empleados: 701 (Espańa), 243 ingenierosRODRÍGUEZ, AlfredoPRESIDENTERUBAU- Sede social: C/ Comerç, 42.",neutral
